Gemeente;Code;AmsterdamseCode;Partij;AantalStemmen;AantalZetels;
Terschelling;G0093;11210;Samen Terschelling;439;2;
Terschelling;G0093;11210;Partij van de Arbeid (PvdA);394;2;
Terschelling;G0093;11210;CDA;266;1;
Texel;G0448;10237;Hart voor Texel;1839;4;
Texel;G0448;10237;VVD;1437;3;
Texel;G0448;10237;Texels Belang;1294;2;
Texel;G0448;10237;Partij van de Arbeid (PvdA);994;2;
Texel;G0448;10237;GROENLINKS;976;2;
Texel;G0448;10237;D66;528;1;
Texel;G0448;10237;CDA;472;1;
Texel;G0448;10237;SP (Socialistische Partij);260;;
Teylingen;G1525;10017;D66;2993;4;
Teylingen;G1525;10017;VVD;2952;4;
Teylingen;G1525;10017;CDA;2804;4;
Teylingen;G1525;10017;GROENLINKS / Partij van de Arbeid (PvdA);2673;4;
Teylingen;G1525;10017;Forum voor Democratie;2389;3;
Teylingen;G1525;10017;Partij voor Teylingen;1868;2;
Teylingen;G1525;10017;Teylingen Met Elkaar;1700;2;
Teylingen;G1525;10017;Trilokaal;1393;2;
Teylingen;G1525;10017;ChristenUnie;475;;
Tholen;G0716;10376;Staatkundig Gereformeerde Partij (SGP);4208;8;
Tholen;G0716;10376;Forum voor Democratie;1920;3;
Tholen;G0716;10376;ChristenUnie;1484;3;
Tholen;G0716;10376;Algemeen Belang Tholen;1477;2;
Tholen;G0716;10376;CDA;1475;2;
Tholen;G0716;10376;VVD;1336;2;
Tholen;G0716;10376;Partij van de Arbeid (PvdA);571;1;
Tholen;G0716;10376;GROENLINKS;371;;
Tholen;G0716;10376;SP (Socialistische Partij);316;;
Tiel;G0281;10027;Partij Van De Burgers (PVDB);4536;8;
Tiel;G0281;10027;GROENLINKS / Partij van de Arbeid (PvdA);3090;6;
Tiel;G0281;10027;VVD;2079;4;
Tiel;G0281;10027;Forum voor Democratie;2005;3;
Tiel;G0281;10027;D66;1789;3;
Tiel;G0281;10027;CDA;1633;3;
Tiel;G0281;10027;ChristenUnie;416;;
Tiel;G0281;10027;ELLECT;59;;
Tilburg;G0855;10792;Lijst Smolders Tilburg (LST);14353;8;
Tilburg;G0855;10792;GROENLINKS / Partij van de Arbeid (PvdA);13750;8;
Tilburg;G0855;10792;VVD;11495;7;
Tilburg;G0855;10792;D66;10218;6;
Tilburg;G0855;10792;50PLUS;6481;4;
Tilburg;G0855;10792;CDA;6228;3;
Tilburg;G0855;10792;Lokaal Tilburg;4153;2;
Tilburg;G0855;10792;Forum voor Democratie;3417;2;
Tilburg;G0855;10792;Partij voor de Dieren;2974;1;
Tilburg;G0855;10792;SP (Socialistische Partij);2921;1;
Tilburg;G0855;10792;DENK;2506;1;
Tilburg;G0855;10792;ONS Tilburg;2479;1;
Tilburg;G0855;10792;VoorTilburg013;1788;1;
Tilburg;G0855;10792;Volt;1201;;
Tilburg;G0855;10792;BBB;577;;
Tubbergen;G0183;10694;CDA;4439;8;
Tubbergen;G0183;10694;Keerpunt22;2741;5;
Tubbergen;G0183;10694;Gemeentebelangen-VVD;2110;4;
Tubbergen;G0183;10694;GROENLINKS / Partij van de Arbeid (PvdA);1168;2;
Twenterand;G1700;10643;Gemeente Belangen Twenterand;3968;6;
Twenterand;G1700;10643;CDA;3079;5;
Twenterand;G1700;10643;ChristenUnie;2365;3;
Twenterand;G1700;10643;PVV (Partij voor de Vrijheid);1887;3;
Twenterand;G1700;10643;Staatkundig Gereformeerde Partij (SGP);1811;3;
Twenterand;G1700;10643;Partij voor Twenterand;1139;1;
Twenterand;G1700;10643;Partij van de Arbeid (PvdA) / GROENLINKS;849;1;
Twenterand;G1700;10643;VVD;645;1;
Tynaarlo;G1730;10002;D66;2840;4;
Tynaarlo;G1730;10002;GROENLINKS;2602;4;
Tynaarlo;G1730;10002;LEEFBAAR GEMEENTEBELANGEN;2323;3;
Tynaarlo;G1730;10002;Tynaarlo Vooruit;2287;3;
Tynaarlo;G1730;10002;VVD;2141;3;
Tynaarlo;G1730;10002;Partij van de Arbeid (PvdA);1775;3;
Tynaarlo;G1730;10002;Liberaal Tynaarlo.Nu;1675;2;
Tynaarlo;G1730;10002;CDA;1166;2;
Tynaarlo;G1730;10002;ChristenUnie;803;1;
Tynaarlo;G1730;10002;Blanco (lijst 9);75;;
Tytsjerksteradiel;G0737;11241;CDA;3234;5;
Tytsjerksteradiel;G0737;11241;Better Foar Tytsjerksteradiel;3092;5;
Tytsjerksteradiel;G0737;11241;FNP;2545;4;
Tytsjerksteradiel;G0737;11241;Partij van de Arbeid (PvdA)/GROENLINKS;2450;4;
Tytsjerksteradiel;G0737;11241;VVD;2188;3;
Tytsjerksteradiel;G0737;11241;ChristenUnie;1211;1;
Tytsjerksteradiel;G0737;11241;D66;894;1;
Uitgeest;G0450;11238;Onafhankelijk Uitgeest;1368;3;
Uitgeest;G0450;11238;Progressief Uitgeest;1341;3;
Uitgeest;G0450;11238;D66;1269;3;
Uitgeest;G0450;11238;CDA;871;2;
Uitgeest;G0450;11238;VVD;800;2;
Uitgeest;G0450;11238;GROENLINKS - PvdA;789;1;
Uitgeest;G0450;11238;Uitgeest Lokaal;445;1;
Uithoorn;G0451;11206;VVD;3199;7;
Uithoorn;G0451;11206;Gemeentebelangen;2993;6;
Uithoorn;G0451;11206;DUS! GroenLinks en D66;2518;5;
Uithoorn;G0451;11206;CDA;1968;4;
Uithoorn;G0451;11206;Partij van de Arbeid (PvdA);898;1;
Urk;G0184;10783;Staatkundig Gereformeerde Partij (SGP);3619;7;
Urk;G0184;10783;CDA;1584;3;
Urk;G0184;10783;Hart voor Urk;1457;3;
Urk;G0184;10783;ChristenUnie;1436;2;
Urk;G0184;10783;Blanco (lijst 7);799;1;
Urk;G0184;10783;Gemeentebelangen;789;1;
Urk;G0184;10783;Krachtig Urk;646;1;
Urk;G0184;10783;Forum voor Democratie;620;1;
Utrecht;G0344;10722;GROENLINKS / Partij van de Arbeid (PvdA);46658;14;
Utrecht;G0344;10722;D66;31928;9;
Utrecht;G0344;10722;VVD;19080;5;
Utrecht;G0344;10722;CDA;10394;3;
Utrecht;G0344;10722;Partij voor de Dieren;8953;2;
Utrecht;G0344;10722;DENK;8089;2;
Utrecht;G0344;10722;Volt;6426;1;
Utrecht;G0344;10722;Student & Starter;6101;1;
Utrecht;G0344;10722;BIJ1;5109;1;
Utrecht;G0344;10722;ChristenUnie;4540;1;
Utrecht;G0344;10722;JA21;4393;1;
Utrecht;G0344;10722;EenUtrecht;4130;1;
Utrecht;G0344;10722;Stadsbelang Utrecht;3756;1;
Utrecht;G0344;10722;Forum voor Democratie;3705;1;
Utrecht;G0344;10722;Utrecht Solidair;3669;1;
Utrecht;G0344;10722;UtrechtNu!;3301;1;
Utrecht;G0344;10722;SP (Socialistische Partij);2776;;
Utrecht;G0344;10722;Blanco (lijst 20);2464;;
Utrecht;G0344;10722;PVV (Partij voor de Vrijheid);2151;;
Utrecht;G0344;10722;Blanco (lijst 18);39;;
Utrechtse Heuvelrug;G1581;10777;BVHlokaal;6040;7;
Utrechtse Heuvelrug;G1581;10777;GROENLINKS / Partij van de Arbeid (PvdA);4691;6;
Utrechtse Heuvelrug;G1581;10777;D66;4362;5;
Utrechtse Heuvelrug;G1581;10777;VVD;3669;4;
Utrechtse Heuvelrug;G1581;10777;CDA;3427;4;
Utrechtse Heuvelrug;G1581;10777;Staatkundig Gereformeerde Partij (SGP);1765;2;
Utrechtse Heuvelrug;G1581;10777;Partij voor de Dieren;1580;2;
Utrechtse Heuvelrug;G1581;10777;ChristenUnie;806;1;
Vaals;G0981;10007;Visie Vaals (ViVa);1218;5;
Vaals;G0981;10007;Nuj Lies Vroemen;661;3;
Vaals;G0981;10007;CDA;642;2;
Vaals;G0981;10007;Lokaal!;419;2;
Vaals;G0981;10007;GROENLINKS-PvdA;307;1;
Vaals;G0981;10007;Het Alternatief;275;1;
Vaals;G0981;10007;Groep Groen;198;1;
Valkenburg aan de Geul;G0994;11077;Algemeen Belang;2883;6;
Valkenburg aan de Geul;G0994;11077;VVD;1749;4;
Valkenburg aan de Geul;G0994;11077;PGP (Progressieve Groene Partij);1242;3;
Valkenburg aan de Geul;G0994;11077;Valkenburgse Senioren Partij (VSP);1143;2;
Valkenburg aan de Geul;G0994;11077;CDA;912;2;
Valkenswaard;G0858;11031;Vote (Valkenswaard Onze Toekomst Eén);3990;7;
Valkenswaard;G0858;11031;H&G;2579;5;
Valkenswaard;G0858;11031;Valkenswaard Lokaal;1818;3;
Valkenswaard;G0858;11031;CDA;1518;2;
Valkenswaard;G0858;11031;Forum voor Democratie;1368;2;
Valkenswaard;G0858;11031;GROENLINKS / Partij van de Arbeid (PvdA);1305;2;
Valkenswaard;G0858;11031;VVD;993;1;
Valkenswaard;G0858;11031;D66;803;1;
Veendam;G0047;11292;GemeenteBelangen Veendam (GB);2930;7;
Veendam;G0047;11292;GROENLINKS / Partij van de Arbeid (PvdA);2055;4;
Veendam;G0047;11292;VVD;1282;3;
Veendam;G0047;11292;SP (Socialistische Partij);1239;2;
Veendam;G0047;11292;D66;618;1;
Veendam;G0047;11292;CDA;613;1;
Veendam;G0047;11292;Veuruutkiek (VUK);605;1;
Veendam;G0047;11292;ChristenUnie;485;1;
Veendam;G0047;11292;Voorons Veendam;463;1;
Veendam;G0047;11292;DURF;278;;
Veenendaal;G0345;11052;ProVeenendaal;5592;6;
Veenendaal;G0345;11052;Lokaal Veenendaal;5471;6;
Veenendaal;G0345;11052;ChristenUnie;5270;6;
Veenendaal;G0345;11052;Staatkundig Gereformeerde Partij (SGP);4812;6;
Veenendaal;G0345;11052;CDA;2893;3;
Veenendaal;G0345;11052;VVD;2537;3;
Veenendaal;G0345;11052;GROENLINKS / Partij van de Arbeid (PvdA);2216;2;
Veenendaal;G0345;11052;D66;1901;2;
Veenendaal;G0345;11052;SP (Socialistische Partij);825;1;
Veere;G0717;10369;Samen voor Veere;2732;4;
Veere;G0717;10369;Staatkundig Gereformeerde Partij (SGP);2364;4;
Veere;G0717;10369;CDA;2072;3;
Veere;G0717;10369;GROENLINKS / Partij van de Arbeid (PvdA);1669;3;
Veere;G0717;10369;VVD;1431;2;
Veere;G0717;10369;D66;1122;2;
Veere;G0717;10369;ChristenUnie;618;1;
Veere;G0717;10369;Belang Van Nederland (BVNL);507;;
Veldhoven;G0861;10071;Hart voor Veldhoven;5518;9;
Veldhoven;G0861;10071;Gemeente Belangen Veldhoven (GBV);3545;5;
Veldhoven;G0861;10071;VVD;2934;4;
Veldhoven;G0861;10071;D66;2052;3;
Veldhoven;G0861;10071;GROENLINKS / Partij van de Arbeid (PvdA);1898;3;
Veldhoven;G0861;10071;SENIOREN VELDHOVEN;1359;2;
Veldhoven;G0861;10071;CDA;1282;2;
Veldhoven;G0861;10071;SP (Socialistische Partij);630;1;
Velsen;G0453;10620;Forum voor Democratie;5996;8;
Velsen;G0453;10620;D66;4621;6;
Velsen;G0453;10620;Velsen Lokaal;4064;5;
Velsen;G0453;10620;VVD;3677;4;
Velsen;G0453;10620;Sterk Velsen;2770;3;
Velsen;G0453;10620;GROENLINKS;2615;3;
Velsen;G0453;10620;Partij van de Arbeid (PvdA);2112;2;
Velsen;G0453;10620;CDA;1640;2;
Velsen;G0453;10620;Liberaal Blauw;1037;1;
Velsen;G0453;10620;ChristenUnie;912;1;
Venlo;G0983;10477;CDA;7057;7;
Venlo;G0983;10477;GROENLINKS / Partij van de Arbeid (PvdA);6155;6;
Venlo;G0983;10477;EENLokaal;5876;6;
Venlo;G0983;10477;Venloos Burger Initiatief (VBI);3835;4;
Venlo;G0983;10477;D66;2889;3;
Venlo;G0983;10477;VSP (Venlose Senioren Partij);2746;3;
Venlo;G0983;10477;PVV (Partij voor de Vrijheid);2444;2;
Venlo;G0983;10477;Veur Groeët Venlo;2419;2;
Venlo;G0983;10477;VVD;2362;2;
Venlo;G0983;10477;Forum voor Democratie;2097;2;
Venlo;G0983;10477;DENK;1212;1;
Venlo;G0983;10477;SP (Socialistische Partij);998;1;
Venray;G0984;11222;CDA;3757;6;
Venray;G0984;11222;VENRAY Lokaal;2832;5;
Venray;G0984;11222;VVD;2597;4;
Venray;G0984;11222;D66;2493;4;
Venray;G0984;11222;BBB;1906;3;
Venray;G0984;11222;GROENLINKS / Partij van de Arbeid (PvdA);1802;3;
Venray;G0984;11222;Samenwerking Venray;1582;2;
Venray;G0984;11222;SP (Socialistische Partij);767;1;
Venray;G0984;11222;Eerlijk Venray;627;1;
Vijfheerenlanden;G1961;10685;CDA;5306;7;
Vijfheerenlanden;G1961;10685;Staatkundig Gereformeerde Partij (SGP);3878;5;
Vijfheerenlanden;G1961;10685;VHL Lokaal;3608;5;
Vijfheerenlanden;G1961;10685;VVD;3027;4;
Vijfheerenlanden;G1961;10685;Partij van de Arbeid (PvdA);2623;3;
Vijfheerenlanden;G1961;10685;D66;2447;3;
Vijfheerenlanden;G1961;10685;Hart voor Vijfheerenlanden;2054;3;
Vijfheerenlanden;G1961;10685;ChristenUnie;1919;2;
Vijfheerenlanden;G1961;10685;BBV - BBB;1141;1;
Vlaardingen;G0622;10811;ONS.Vlaardingen;7508;11;
Vlaardingen;G0622;10811;GROENLINKS / Partij van de Arbeid (PvdA);3629;5;
Vlaardingen;G0622;10811;VV2000/Leefbaar Vlaardingen;2311;3;
Vlaardingen;G0622;10811;D66;2038;3;
Vlaardingen;G0622;10811;VVD;1901;2;
Vlaardingen;G0622;10811;HEEL DE STAD;1888;2;
Vlaardingen;G0622;10811;DENK;1691;2;
Vlaardingen;G0622;10811;CDA;1606;2;
Vlaardingen;G0622;10811;Beter voor Vlaardingen;1284;2;
Vlaardingen;G0622;10811;ChristenUnie-SGP;1095;1;
Vlaardingen;G0622;10811;50PLUS;986;1;
Vlaardingen;G0622;10811;SP (Socialistische Partij);783;1;
Vlaardingen;G0622;10811;Algemeen Ouderen Verbond (AOV);509;;
Vlieland;G0096;10211;Nieuw Liberaal Vlieland;239;4;
Vlieland;G0096;10211;GroenWit;162;2;
Vlieland;G0096;10211;Lijst Fier;162;2;
Vlieland;G0096;10211;Algemeen Belang Vlieland;90;1;
Vlissingen;G0718;10270;GROENLINKS / Partij van de Arbeid (PvdA);1940;4;
Vlissingen;G0718;10270;Partij Souburg-Ritthem;1868;3;
Vlissingen;G0718;10270;Lokale Partij Vlissingen;1700;3;
Vlissingen;G0718;10270;Forum voor Democratie;1579;3;
Vlissingen;G0718;10270;D66;1437;3;
Vlissingen;G0718;10270;VVD;1405;3;
Vlissingen;G0718;10270;Staatkundig Gereformeerde Partij (SGP);1281;2;
Vlissingen;G0718;10270;POV perspectief op Vlissingen!;1117;2;
Vlissingen;G0718;10270;CDA;1068;2;
Vlissingen;G0718;10270;50PLUS;1062;2;
Vlissingen;G0718;10270;SP (Socialistische Partij);615;1;
Vlissingen;G0718;10270;Pro Vlissingen;557;1;
Vlissingen;G0718;10270;ChristenUnie;451;;
Vlissingen;G0718;10270;Souburgs Belang;410;;
Voerendaal;G0986;11341;Democraten Voerendaal;1907;5;
Voerendaal;G0986;11341;Voerendaal Actief;1031;3;
Voerendaal;G0986;11341;D66;918;2;
Voerendaal;G0986;11341;CDA;892;2;
Voerendaal;G0986;11341;GROENLINKS / Partij van de Arbeid (PvdA);650;2;
Voerendaal;G0986;11341;VVD;596;1;
Voorne aan Zee;G1992;;VVD;5006;6;
Voorne aan Zee;G1992;;Inwonersbelang Voorne;3869;5;
Voorne aan Zee;G1992;;Forum voor Democratie;3526;4;
Voorne aan Zee;G1992;;Partij Voorne aan Zee;3269;4;
Voorne aan Zee;G1992;;GROENLINKS/Partij van de Arbeid (PvdA);3111;4;
Voorne aan Zee;G1992;;Belang van Nederland (BVNL);2764;3;
Voorne aan Zee;G1992;;CDA;2276;3;
Voorne aan Zee;G1992;;ECHT voor Voorne;1977;2;
Voorne aan Zee;G1992;;D66;1795;2;
Voorne aan Zee;G1992;;Partij met Lef!;1389;1;
Voorne aan Zee;G1992;;ONS Voorne;978;1;
Voorne aan Zee;G1992;;SP (Socialistische Partij);665;;
Voorne aan Zee;G1992;;LEF - Voor de Nieuwe Generatie;105;;
Voorschoten;G0626;10537;GROENLINKS / Partij van de Arbeid (PvdA);2926;5;
Voorschoten;G0626;10537;VVD;2763;5;
Voorschoten;G0626;10537;Voorschoten Lokaal;2172;3;
Voorschoten;G0626;10537;D66;2048;3;
Voorschoten;G0626;10537;CDA;1597;2;
Voorschoten;G0626;10537;Forum voor Democratie;1223;2;
Voorschoten;G0626;10537;SP (Socialistische Partij);556;1;
Voorst;G0285;10912;Gemeente Belangen;3034;5;
Voorst;G0285;10912;VoortvArend Voorst;2708;5;
Voorst;G0285;10912;GROENLINKS / Partij van de Arbeid (PvdA);1580;3;
Voorst;G0285;10912;Lokaal Liberaal;1533;2;
Voorst;G0285;10912;CDA;1406;2;
Voorst;G0285;10912;VVD;1282;2;
Voorst;G0285;10912;D66;892;1;
Voorst;G0285;10912;Staatkundig Gereformeerde Partij (SGP);581;1;
Vught;G0865;11224;Gemeentebelangen;4222;7;
Vught;G0865;11224;D66;3083;5;
Vught;G0865;11224;VVD;2706;4;
Vught;G0865;11224;PvdA-GroenLinks;2173;3;
Vught;G0865;11224;CDA;1333;2;
Vught;G0865;11224;SamenLokaal;1198;1;
Vught;G0865;11224;SP (Socialistische Partij);640;1;
Waadhoeke;G1949;10404;SAM Waadhoeke;4932;7;
Waadhoeke;G1949;10404;Gemeentebelangen;3943;6;
Waadhoeke;G1949;10404;CDA;3712;6;
Waadhoeke;G1949;10404;VVD;2887;4;
Waadhoeke;G1949;10404;BBB;2150;3;
Waadhoeke;G1949;10404;FNP;1811;2;
Waadhoeke;G1949;10404;ChristenUnie;734;1;
Waalre;G0866;10959;D66;1720;3;
Waalre;G0866;10959;VVD;1541;3;
Waalre;G0866;10959;GROENLINKS/ Partij van de Arbeid (PvdA);1438;3;
Waalre;G0866;10959;Aalst Waalre Belang (AWB);1338;3;
Waalre;G0866;10959;CDA;1285;3;
Waalre;G0866;10959;ZW14;805;2;
Waalwijk;G0867;11359;VVD;4808;9;
Waalwijk;G0867;11359;Lokaal Belang;4775;9;
Waalwijk;G0867;11359;Samen Waalwijk;3155;5;
Waalwijk;G0867;11359;GroenLinksaf;1998;3;
Waalwijk;G0867;11359;CDA;1225;2;
Waalwijk;G0867;11359;Staatkundig Gereformeerde Partij (SGP);1121;2;
Waalwijk;G0867;11359;D66;1005;1;
Waalwijk;G0867;11359;ChristenUnie;481;;
Waddinxveen;G0627;10081;WEWA (Weerbaar Waddinxveen);4053;7;
Waddinxveen;G0627;10081;PCW | www.kiespcw.nl;3764;7;
Waddinxveen;G0627;10081;VVD;2309;4;
Waddinxveen;G0627;10081;CDA;1560;3;
Waddinxveen;G0627;10081;GROENLINKS / Partij van de Arbeid (PvdA);1546;2;
Waddinxveen;G0627;10081;D66;1258;2;
Wageningen;G0289;11010;GROENLINKS / Partij van de Arbeid (PvdA);7271;10;
Wageningen;G0289;11010;Stadspartij Wageningen;4364;6;
Wageningen;G0289;11010;D66;3541;5;
Wageningen;G0289;11010;Partij voor de Dieren;1693;2;
Wageningen;G0289;11010;CDA;1384;1;
Wageningen;G0289;11010;VVD;1370;1;
Wageningen;G0289;11010;ChristenUnie;1185;1;
Wageningen;G0289;11010;Connect-Volt;1091;1;
Wassenaar;G0629;10164;VVD;3846;8;
Wassenaar;G0629;10164;Hart voor Wasssenaar;2315;4;
Wassenaar;G0629;10164;D66;1331;2;
Wassenaar;G0629;10164;Lokaal Wassenaar!;1290;2;
Wassenaar;G0629;10164;GROENLINKS / Partij van de Arbeid (PvdA);1107;2;
Wassenaar;G0629;10164;Forum voor Democratie;907;1;
Wassenaar;G0629;10164;Democratische Liberalen Wassenaar (DLW);869;1;
Wassenaar;G0629;10164;CDA;802;1;
Wassenaar;G0629;10164;Volt;473;;
Waterland;G0852;10983;GROENLINKS / Partij van de Arbeid (PvdA);2626;5;
Waterland;G0852;10983;VVD;2222;4;
Waterland;G0852;10983;CDA;1963;4;
Waterland;G0852;10983;WaterlandNatuurlijk;1572;3;
Waterland;G0852;10983;D66;808;1;
Weert;G0988;11081;Weert Lokaal;5606;9;
Weert;G0988;11081;OnsWeert;4484;7;
Weert;G0988;11081;DUS Weert;3302;5;
Weert;G0988;11081;VVD;2559;4;
Weert;G0988;11081;GroenLinks / Partij van de Arbeid (PvdA);1792;3;
Weert;G0988;11081;CDA;1709;2;
Weert;G0988;11081;D66;973;1;
West Betuwe;G1960;10881;Dorpsbelangen;7400;10;
West Betuwe;G1960;10881;Staatkundig Gereformeerde Partij (SGP);3788;5;
West Betuwe;G1960;10881;GROENLINKS / Partij van de Arbeid (PvdA);2825;3;
West Betuwe;G1960;10881;VVD;2595;3;
West Betuwe;G1960;10881;Leefbaar Lokaal Belang West Betuwe;2403;3;
West Betuwe;G1960;10881;D66;2021;2;
West Betuwe;G1960;10881;Verenigd West Betuwe;1672;2;
West Betuwe;G1960;10881;ChristenUnie;1611;2;
West Betuwe;G1960;10881;CDA;1438;1;
West Betuwe;G1960;10881;SP (Socialistische Partij);450;;
West Maas en Waal;G0668;10042;FD Partij Beneden-Leeuwen;2133;4;
West Maas en Waal;G0668;10042;F.D. Dreumel;1376;3;
West Maas en Waal;G0668;10042;F.D. Maasdorpen;1304;3;
West Maas en Waal;G0668;10042;VVD;1295;2;
West Maas en Waal;G0668;10042;Sociaal Maas en Waal;1146;2;
West Maas en Waal;G0668;10042;CDA West Maas en Waal;1144;2;
West Maas en Waal;G0668;10042;F.D. Wamel;1020;2;
West Maas en Waal;G0668;10042;F.D. Boven-Leeuwen;645;1;
Westerkwartier;G1969;10604;VZ Westerkwartier;7310;8;
Westerkwartier;G1969;10604;GROENLINKS / Partij van de Arbeid (PvdA);5524;6;
Westerkwartier;G1969;10604;Sterk Westerkwartier;5110;6;
Westerkwartier;G1969;10604;ChristenUnie;3407;4;
Westerkwartier;G1969;10604;CDA;3358;3;
Westerkwartier;G1969;10604;VVD;2526;3;
Westerkwartier;G1969;10604;D66;2375;2;
Westerkwartier;G1969;10604;Staatkundig Gereformeerde Partij (SGP);1027;1;
Westerveld;G1701;10186;D S W / Gemeentebelangen Westerveld;3599;6;
Westerveld;G1701;10186;GroenLinks/ PvdA / Progressief Westerveld;3096;5;
Westerveld;G1701;10186;VVD;1865;3;
Westerveld;G1701;10186;CDA;1357;2;
Westerveld;G1701;10186;Lokaal Sociaal Westerveld (LSW);644;1;
Westervoort;G0293;11085;Wij Westervoort;2530;7;
Westervoort;G0293;11085;GROENLINKS / Partij van de Arbeid (PvdA);1369;4;
Westervoort;G0293;11085;VVD;699;2;
Westervoort;G0293;11085;D66;557;2;
Westervoort;G0293;11085;CDA;546;2;
Westerwolde;G1950;11249;Gemeentebelangen Westerwolde;1969;4;
Westerwolde;G1950;11249;Samen voor Westerwolde;1737;4;
Westerwolde;G1950;11249;CDA;1626;3;
Westerwolde;G1950;11249;PVV (Partij voor de Vrijheid);1322;3;
Westerwolde;G1950;11249;BBB;1112;2;
Westerwolde;G1950;11249;GROENLINKS;858;2;
Westerwolde;G1950;11249;Partij van de Arbeid (PvdA);663;1;
Westerwolde;G1950;11249;D66;599;1;
Westerwolde;G1950;11249;Westerwolde Lokaal;429;1;
Westerwolde;G1950;11249;VVD;388;;
Westland;G1783;11418;Westland Verstandig;10888;9;
Westland;G1783;11418;CDA;9161;7;
Westland;G1783;11418;GemeenteBelang Westland (GBW);8080;7;
Westland;G1783;11418;VVD;5619;4;
Westland;G1783;11418;Forum voor Democratie;4569;3;
Westland;G1783;11418;LPF Westland;3557;3;
Westland;G1783;11418;GROENLINKS / Partij van de Arbeid (PvdA);2818;2;
Westland;G1783;11418;D66;2554;2;
Westland;G1783;11418;50PLUS;2269;1;
Westland;G1783;11418;ChristenUnie-SGP;1811;1;
Weststellingwerf;G0098;11322;Weststellingwerfs Belang;2005;3;
Weststellingwerf;G0098;11322;VVD;1945;3;
Weststellingwerf;G0098;11322;Hart voor Weststellingwerf;1748;3;
Weststellingwerf;G0098;11322;CDA;1646;3;
Weststellingwerf;G0098;11322;Forum voor Democratie;1578;3;
Weststellingwerf;G0098;11322;GROENLINKS-D66;1141;2;
Weststellingwerf;G0098;11322;SDW/PvdA;1085;2;
Weststellingwerf;G0098;11322;Lokaal Rechts Weststellingwerf;646;1;
Weststellingwerf;G0098;11322;BBB;635;1;
Wierden;G0189;10676;Nieuw Enter Wierden;5382;10;
Wierden;G0189;10676;CDA;2505;4;
Wierden;G0189;10676;VVD;1595;3;
Wierden;G0189;10676;Progressief Wierden;1452;2;
Wierden;G0189;10676;ChristenUnie;1032;1;
Wierden;G0189;10676;Staatkundig Gereformeerde Partij (SGP);958;1;
Wijchen;G0296;10723;Kernachtig Wijchen;6350;10;
Wijchen;G0296;10723;Hart voor Wijchen;3044;4;
Wijchen;G0296;10723;GROENLINKS / Partij van de Arbeid (PvdA);2923;4;
Wijchen;G0296;10723;CDA;2481;3;
Wijchen;G0296;10723;VVD;2181;3;
Wijchen;G0296;10723;D66;1467;2;
Wijchen;G0296;10723;Emilia;1011;1;
Wijk bij Duurstede;G0352;10760;Open / GROENLINKS / P.v.d.A.;2878;5;
Wijk bij Duurstede;G0352;10760;Oprechte BurgerBelangen;2386;4;
Wijk bij Duurstede;G0352;10760;Lokaal Liberaal;1812;3;
Wijk bij Duurstede;G0352;10760;VVD;1208;2;
Wijk bij Duurstede;G0352;10760;CDA;1070;2;
Wijk bij Duurstede;G0352;10760;D66;1030;1;
Wijk bij Duurstede;G0352;10760;PCG;851;1;
Wijk bij Duurstede;G0352;10760;SP (Socialistische Partij);541;1;
Winterswijk;G0294;11119;Voor Winterswijk;3581;6;
Winterswijk;G0294;11119;D66;2087;3;
Winterswijk;G0294;11119;Partij van de Arbeid (PvdA);1928;3;
Winterswijk;G0294;11119;SAMEN Winterswijk;1857;3;
Winterswijk;G0294;11119;CDA;1494;2;
Winterswijk;G0294;11119;VVD;1319;2;
Winterswijk;G0294;11119;Lijst 8 Winterswijk;1128;1;
Winterswijk;G0294;11119;Daadkracht.nu;771;1;
Winterswijk;G0294;11119;ORDA/ORP;60;;
Woensdrecht;G0873;10602;Algemeen Belang Zuid-Westhoek;2655;6;
Woensdrecht;G0873;10602;Alle Kernen Troef (A.K.T.);1808;4;
Woensdrecht;G0873;10602;CDA;1622;4;
Woensdrecht;G0873;10602;D66;1140;2;
Woensdrecht;G0873;10602;VVD;837;2;
Woensdrecht;G0873;10602;GROENLINKS / Partij van de Arbeid (PvdA);634;1;
Woerden;G0632;10974;VVD;4634;6;
Woerden;G0632;10974;Inwonersbelangen;4522;6;
Woerden;G0632;10974;Progressief Woerden (PvdA/GroenLinks);4171;5;
Woerden;G0632;10974;CDA;3940;5;
Woerden;G0632;10974;ChristenUnie-SGP;2824;3;
Woerden;G0632;10974;D66;2195;2;
Woerden;G0632;10974;LijstvanderDoes;1982;2;
Woerden;G0632;10974;Volt;938;1;
Woerden;G0632;10974;Woerden & Democratie;869;1;
Wormerland;G0880;10648;VVD;2140;5;
Wormerland;G0880;10648;GROENLINKS;1836;4;
Wormerland;G0880;10648;Partij voor Ouderen en Veiligheid;1725;4;
Wormerland;G0880;10648;Partij van de Arbeid (PvdA);719;2;
Wormerland;G0880;10648;CDA;537;1;
Wormerland;G0880;10648;D66;512;1;
Woudenberg;G0351;11398;GemeenteBelangen Woudenberg;3000;6;
Woudenberg;G0351;11398;Staatkundig Gereformeerde Partij (SGP);2231;5;
Woudenberg;G0351;11398;CDA;1040;2;
Woudenberg;G0351;11398;GROENLINKS - Partij van de Arbeid (PvdA);766;2;
Woudenberg;G0351;11398;ChristenUnie;615;1;
Woudenberg;G0351;11398;VVD;366;1;
