Gemeente;Code;AmsterdamseCode;Partij;AantalStemmen;AantalZetels;
Brummen;G0213;10798;GROENLINKS;1620;3;
Brummen;G0213;10798;CDA;1563;3;
Brummen;G0213;10798;Lokaal Belang;1437;3;
Brummen;G0213;10798;Partij van de Arbeid (PvdA);1003;2;
Brummen;G0213;10798;D66;882;1;
Brunssum;G0899;10533;VVD;2554;6;
Brunssum;G0899;10533;Lijst Borger;1991;5;
Brunssum;G0899;10533;Lijst Brunssum Lokaal;1978;4;
Brunssum;G0899;10533;Burger Belangen Brunssum Lijst Palmen;1184;2;
Brunssum;G0899;10533;Pak (Progressief Akkoord Brunssum);1068;2;
Brunssum;G0899;10533;Partij van de Arbeid (PvdA);802;2;
Brunssum;G0899;10533;CDA;388;;
Brunssum;G0899;10533;SP (Socialistische Partij);289;;
Bunnik;G0312;10820;Perspectief 21;2949;6;
Bunnik;G0312;10820;CDA;2151;4;
Bunnik;G0312;10820;VVD;1907;4;
Bunnik;G0312;10820;D66;1784;3;
Bunschoten;G0313;11343;ChristenUnie;2871;5;
Bunschoten;G0313;11343;CAP de Dorpspartij;2185;4;
Bunschoten;G0313;11343;CDA;2015;4;
Bunschoten;G0313;11343;Staatkundig Gereformeerde Partij (SGP);1880;3;
Bunschoten;G0313;11343;VVD;1450;3;
Buren;G0214;11286;Gemeentebelangen;4288;8;
Buren;G0214;11286;Protestants Christelijke Groepering;1842;3;
Buren;G0214;11286;VVD;1789;3;
Buren;G0214;11286;BBB;1377;2;
Buren;G0214;11286;D66;1355;2;
Buren;G0214;11286;Partij van de Arbeid (PvdA) / GROENLINKS;1225;2;
Buren;G0214;11286;CDA;837;1;
Buren;G0214;11286;Partij voor de Dieren;504;;
Capelle aan den IJssel;G0502;11248;Leefbaar Capelle;9595;15;
Capelle aan den IJssel;G0502;11248;GROENLINKS/Partij van de Arbeid (PvdA);3526;5;
Capelle aan den IJssel;G0502;11248;D66;2425;3;
Capelle aan den IJssel;G0502;11248;Staatkundig Gereformeerde Partij (SGP);1988;3;
Capelle aan den IJssel;G0502;11248;VVD;1904;2;
Capelle aan den IJssel;G0502;11248;Echt voor Capelle;1650;2;
Capelle aan den IJssel;G0502;11248;CDA;1301;2;
Capelle aan den IJssel;G0502;11248;ChristenUnie;975;1;
Capelle aan den IJssel;G0502;11248;Wij Kleurrijk Capelle;597;;
Capelle aan den IJssel;G0502;11248;SP (Socialistische Partij);515;;
Castricum;G0383;11287;Lokaal Vitaal;5024;7;
Castricum;G0383;11287;GROENLINKS/Partij van de Arbeid (PvdA);3377;4;
Castricum;G0383;11287;VVD;3040;4;
Castricum;G0383;11287;D66;2318;3;
Castricum;G0383;11287;Forza! Castricum;2316;3;
Castricum;G0383;11287;CDA;1810;2;
Castricum;G0383;11287;De VrijeLijst;1330;1;
Castricum;G0383;11287;Partij voor de Dieren;971;1;
Coevorden;G0109;10383;Belangen Buitengebied Coevorden;5732;10;
Coevorden;G0109;10383;CDA;2890;5;
Coevorden;G0109;10383;VVD;2660;5;
Coevorden;G0109;10383;Partij van de Arbeid (PvdA);2031;3;
Coevorden;G0109;10383;PAC;1501;2;
Cranendonck;G1706;10219;ELAN;2325;5;
Cranendonck;G1706;10219;Cranendonck Actief!;1605;4;
Cranendonck;G1706;10219;CDA;1574;4;
Cranendonck;G1706;10219;VVD;1464;3;
Cranendonck;G1706;10219;Pro6;1047;2;
Cranendonck;G1706;10219;Cranendoncks Belang '24;610;1;
Culemborg;G0216;10342;GROENLINKS / Partij van de Arbeid (PvdA);4031;7;
Culemborg;G0216;10342;VVD;2983;5;
Culemborg;G0216;10342;Culemborg van Nu;2532;5;
Culemborg;G0216;10342;D66;1323;2;
Culemborg;G0216;10342;CDA;1023;2;
Culemborg;G0216;10342;ChristenUnie;850;1;
Culemborg;G0216;10342;Partij voor de Dieren;772;1;
Culemborg;G0216;10342;SP (Socialistische Partij);365;;
Culemborg;G0216;10342;CulemborgsBelang;265;;
Dalfsen;G0148;11007;Gemeentebelangen Dalfsen;5926;10;
Dalfsen;G0148;11007;CDA;3817;6;
Dalfsen;G0148;11007;ChristenUnie;1716;2;
Dalfsen;G0148;11007;GROENLINKS/Partij van de Arbeid (PvdA);1455;2;
Dalfsen;G0148;11007;Stand Organisatie Dalfsen;1091;1;
Dalfsen;G0148;11007;VVD;950;1;
Dalfsen;G0148;11007;D66;760;1;
Dantumadiel;G1891;10650;Gemeentebelangen Dantumadiel;2136;4;
Dantumadiel;G1891;10650;Sociaal Links;1930;4;
Dantumadiel;G1891;10650;CDA;1813;3;
Dantumadiel;G1891;10650;ChristenUnie;982;2;
Dantumadiel;G1891;10650;BBB;860;2;
Dantumadiel;G1891;10650;Staatkundig Gereformeerde Partij (SGP);723;1;
Dantumadiel;G1891;10650;FNP;645;1;
De Bilt;G0310;10168;GROENLINKS / Partij van de Arbeid;5279;7;
De Bilt;G0310;10168;VVD;4024;5;
De Bilt;G0310;10168;D66;3355;4;
De Bilt;G0310;10168;Forza De Bilt;2492;3;
De Bilt;G0310;10168;CDA;2241;3;
De Bilt;G0310;10168;Staatkundig Gereformeerde Partij (SGP);1731;2;
De Bilt;G0310;10168;Lokaal De Bilt;1327;1;
De Bilt;G0310;10168;Volt;1206;1;
De Bilt;G0310;10168;SP (Socialistische Partij);966;1;
De Bilt;G0310;10168;ChristenUnie;540;;
De Bilt;G0310;10168;Fracti3;254;;
De Fryske Marren;G1940;10022;Fryske Nasjonale Partij;5125;7;
De Fryske Marren;G1940;10022;CDA;5123;7;
De Fryske Marren;G1940;10022;GROENLINKS / Partij van de Arbeid (PvdA);3380;4;
De Fryske Marren;G1940;10022;Forum voor Democratie;2968;4;
De Fryske Marren;G1940;10022;VVD;2127;2;
De Fryske Marren;G1940;10022;D66;1661;2;
De Fryske Marren;G1940;10022;Kleurrijk Fryske Marren (KFM);1260;1;
De Fryske Marren;G1940;10022;Ondernemende Friezen;1177;1;
De Fryske Marren;G1940;10022;BBB;931;1;
De Fryske Marren;G1940;10022;ChristenUnie;923;1;
De Fryske Marren;G1940;10022;Burgerpartij De Fryske Marren;748;1;
De Ronde Venen;G0736;11379;VVD;4773;7;
De Ronde Venen;G0736;11379;Ronde Venen Belang;3875;5;
De Ronde Venen;G0736;11379;D66;2968;4;
De Ronde Venen;G0736;11379;CDA;2754;4;
De Ronde Venen;G0736;11379;GROENLINKS/PvdA;2680;4;
De Ronde Venen;G0736;11379;Lokaal en Fair;1853;2;
De Ronde Venen;G0736;11379;ChristenUnie-SGP;1156;1;
De Ronde Venen;G0736;11379;50PLUS;1110;1;
De Ronde Venen;G0736;11379;Seniorenpartij De Ronde Venen;923;1;
De Wolden;G1690;10262;Gemeentebelangen De Wolden;5467;9;
De Wolden;G1690;10262;VVD;2363;3;
De Wolden;G1690;10262;CDA;2157;3;
De Wolden;G1690;10262;GROENLINKS / Partij van de Arbeid (PvdA);1930;3;
De Wolden;G1690;10262;D66;909;1;
Delft;G0503;10928;GROENLINKS / Partij van de Arbeid (PvdA);9551;9;
Delft;G0503;10928;D66;8036;7;
Delft;G0503;10928;STIP;6630;6;
Delft;G0503;10928;Hart voor Delft;6201;5;
Delft;G0503;10928;VVD;3349;3;
Delft;G0503;10928;CDA;2177;2;
Delft;G0503;10928;Onafhankelijk Delft;1957;1;
Delft;G0503;10928;Partij voor de Dieren;1807;1;
Delft;G0503;10928;Volt;1642;1;
Delft;G0503;10928;Forum voor Democratie;1609;1;
Delft;G0503;10928;ChristenUnie;1599;1;
Delft;G0503;10928;SP (Socialistische Partij);1504;1;
Delft;G0503;10928;PVV (Partij voor de Vrijheid);1434;1;
Den Helder;G0400;10285;BEHOORLIJK BESTUUR;2943;5;
Den Helder;G0400;10285;CDA;2350;4;
Den Helder;G0400;10285;VVD;2130;4;
Den Helder;G0400;10285;Forum voor Democratie;1587;3;
Den Helder;G0400;10285;Stadspartij Den Helder;1383;2;
Den Helder;G0400;10285;Beter voor Den Helder;1361;2;
Den Helder;G0400;10285;D66;1268;2;
Den Helder;G0400;10285;FRACTIE PASTOOR;1016;1;
Den Helder;G0400;10285;GROENLINKS;936;1;
Den Helder;G0400;10285;Partij van de Arbeid (PvdA);881;1;
Den Helder;G0400;10285;ChristenUnie;855;1;
Den Helder;G0400;10285;PVV (Partij voor de Vrijheid);854;1;
Den Helder;G0400;10285;50PLUS;658;1;
Den Helder;G0400;10285;Samen Actief Den Helder;636;1;
Den Helder;G0400;10285;SP (Socialistische Partij);602;1;
Den Helder;G0400;10285;Senioren Partij Den Helder;583;1;
Den Helder;G0400;10285;Piratenpartij;66;;
Deurne;G0762;10379;Transparant Deurne;2880;5;
Deurne;G0762;10379;DeurneNU;2775;5;
Deurne;G0762;10379;DOE!;2035;3;
Deurne;G0762;10379;Progressief Akkoord-GROENLINKS-PvdA;1672;3;
Deurne;G0762;10379;VVD;1660;2;
Deurne;G0762;10379;Onafhankelijke Groep Deurne;1602;2;
Deurne;G0762;10379;CDA;1336;2;
Deurne;G0762;10379;50PLUS;563;1;
Deventer;G0150;10899;GROENLINKS / Partij van de Arbeid (PvdA);9510;9;
Deventer;G0150;10899;Gemeentebelang;7851;7;
Deventer;G0150;10899;Deventer Belang;6211;5;
Deventer;G0150;10899;D66;5274;5;
Deventer;G0150;10899;VVD;5143;4;
Deventer;G0150;10899;CDA;3360;3;
Deventer;G0150;10899;Partij voor de Dieren;2076;2;
Deventer;G0150;10899;DENK;1379;1;
Deventer;G0150;10899;ChristenUnie;1353;1;
Deventer;G0150;10899;Volt;1292;1;
Deventer;G0150;10899;Deventer Sociaal;1145;1;
Deventer;G0150;10899;Socialistische Partij;1012;;
Deventer;G0150;10899;Staatkundig Gereformeerde Partij (SGP);359;;
Diemen;G0384;11039;GROENLINKS/PvdA;3869;8;
Diemen;G0384;11039;D66;2209;5;
Diemen;G0384;11039;Onafhankelijk Diemen;1691;3;
Diemen;G0384;11039;VVD;1522;3;
Diemen;G0384;11039;Ons Diemen;1306;2;
Diemen;G0384;11039;Ouderenpartij Diemen;951;2;
Dijk en Waard;G1980;;Lokaal Dijk en Waard;6841;7;
Dijk en Waard;G1980;;VVD;4513;5;
Dijk en Waard;G1980;;Dijk& Waardse Onafhankelijke Partij;4093;4;
Dijk en Waard;G1980;;GROENLINKS / Partij van de Arbeid (PvdA);3854;4;
Dijk en Waard;G1980;;Forum voor Democratie;3377;3;
Dijk en Waard;G1980;;Senioren Dijk en Waard;3328;3;
Dijk en Waard;G1980;;D66;3036;3;
Dijk en Waard;G1980;;BETER VOOR DIJK EN WAARD;2918;3;
Dijk en Waard;G1980;;CDA;2053;2;
Dijk en Waard;G1980;;50PLUS;1783;2;
Dijk en Waard;G1980;;ChristenUnie;1134;1;
Dijk en Waard;G1980;;Belang Van Nederland (BVNL);218;;
Dinkelland;G1774;10245;Lokaal Dinkelland;4746;8;
Dinkelland;G1774;10245;CDA-Dinkelland;4043;6;
Dinkelland;G1774;10245;VVD;2846;4;
Dinkelland;G1774;10245;BBB;1261;2;
Dinkelland;G1774;10245;GROENLINKS / Partij van der Arbeid (PvdA);977;1;
Doesburg;G0221;10327;Stadspartij Doesburg;2018;6;
Doesburg;G0221;10327;GROENLINKS / Partij van de Arbeid (PvdA);898;3;
Doesburg;G0221;10327;VVD;820;2;
Doesburg;G0221;10327;D66;585;2;
Doesburg;G0221;10327;SP (Socialistische Partij);541;1;
Doesburg;G0221;10327;CDA;469;1;
Doetinchem;G0222;10396;GBD (GemeenteBelangen Doetinchem);4746;6;
Doetinchem;G0222;10396;GROENLINKS / Partij van de Arbeid (P.v.d.A.);4322;6;
Doetinchem;G0222;10396;CDA;3693;5;
Doetinchem;G0222;10396;Forum voor Democratie;3216;4;
Doetinchem;G0222;10396;VVD;2971;4;
Doetinchem;G0222;10396;D66;2651;3;
Doetinchem;G0222;10396;Partij voor Lokaal Maatwerk (PvLM);1589;2;
Doetinchem;G0222;10396;Lokaal Belang Doetinchem;1351;1;
Doetinchem;G0222;10396;ChristenUnie-SGP;912;1;
Doetinchem;G0222;10396;BBB;727;1;
Doetinchem;G0222;10396;Volt;610;;
Dongen;G0766;11412;Volkspartij Dongen;4102;9;
Dongen;G0766;11412;CDA;2587;5;
Dongen;G0766;11412;D66;2120;4;
Dongen;G0766;11412;VVD;1410;3;
Dordrecht;G0505;11157;GROENLINKS / Partij van de Arbeid (PvdA);6870;6;
Dordrecht;G0505;11157;VVD;6351;6;
Dordrecht;G0505;11157;VSP Dordrecht;5721;5;
Dordrecht;G0505;11157;BETER VOOR DORDT;4887;4;
Dordrecht;G0505;11157;ChristenUnie-SGP;4181;4;
Dordrecht;G0505;11157;D66;3694;3;
Dordrecht;G0505;11157;CDA (Christen Democratisch Appel);3350;3;
Dordrecht;G0505;11157;Forum voor Democratie;2757;2;
Dordrecht;G0505;11157;Partij voor de Dieren;2077;2;
Dordrecht;G0505;11157;PVV (Partij voor de Vrijheid);1734;1;
Dordrecht;G0505;11157;DENK;1546;1;
Dordrecht;G0505;11157;Op Ons Eiland;1459;1;
Dordrecht;G0505;11157;SP (Socialistische Partij);1427;1;
Dordrecht;G0505;11157;Gewoon Dordt;746;;
Dordrecht;G0505;11157;GRiP op Dordt;302;;
Dordrecht;G0505;11157;Partij voor de Rechtsstaat;122;;
Drechterland;G0498;10642;CDA;2550;5;
Drechterland;G0498;10642;Senioren Partij Drechterland;1809;4;
Drechterland;G0498;10642;VVD;1768;4;
Drechterland;G0498;10642;Gemeentebelangen Drechterland;1698;3;
Drechterland;G0498;10642;Progressief Drechterland (PDL);1686;3;
Drimmelen;G1719;10258;VVD;2969;5;
Drimmelen;G1719;10258;Combinatie Algemeen Belang;2843;5;
Drimmelen;G1719;10258;LIJST HARRY BAKKER;2040;4;
Drimmelen;G1719;10258;Groen Drimmelen (VP/D66);1695;3;
Drimmelen;G1719;10258;CDA;1394;2;
Drimmelen;G1719;10258;GROENLINKS / Partij van de Arbeid (PvdA);809;1;
Drimmelen;G1719;10258;Blanco (lijst 8);679;1;
Drimmelen;G1719;10258;SAMEN Drimmelen;356;;
Dronten;G0303;10210;VVD;4957;9;
Dronten;G0303;10210;Leefbaar Dronten;3544;6;
Dronten;G0303;10210;CDA;3225;5;
Dronten;G0303;10210;D66;1847;3;
Dronten;G0303;10210;GROENLINKS/Partij van de Arbeid (PvdA);1677;3;
Dronten;G0303;10210;ChristenUnie;1571;2;
Dronten;G0303;10210;Dronten Sociaal;1088;1;
Druten;G0225;10068;Kernachtig Druten;3263;6;
Druten;G0225;10068;Dorpslijst Puiflijk/Druten-Zuid;1449;3;
Druten;G0225;10068;Welzijn Druten;1418;3;
Druten;G0225;10068;Dorpslijst Afferden;996;2;
Druten;G0225;10068;GROENLINKS / Partij van de Arbeid (PvdA);853;2;
Druten;G0225;10068;Dorpslijst Horssen;824;1;
Duiven;G0226;11028;DOED;2443;5;
Duiven;G0226;11028;Lokaal Alternatief;2168;4;
Duiven;G0226;11028;VVD;1959;4;
Duiven;G0226;11028;GROENLINKS / Partij van de Arbeid (PvdA);1665;3;
Duiven;G0226;11028;D66;783;1;
Duiven;G0226;11028;BurgerBelangen;739;1;
Duiven;G0226;11028;CHRISTEN DEMOCRATISCH APPEL;732;1;
Duiven;G0226;11028;Pro Duiven;274;;
Echt-Susteren;G1711;10941;Partij Nieuw Echt-Susteren;4802;8;
Echt-Susteren;G1711;10941;Lijst Samenwerking;4098;6;
Echt-Susteren;G1711;10941;CDA;3590;6;
Echt-Susteren;G1711;10941;Democraten Echt-Susteren;1345;2;
Echt-Susteren;G1711;10941;GROENLINKS / Partij van de Arbeid (PvdA);1114;1;
Edam-Volendam;G0385;10884;ONS Belang;3320;5;
Edam-Volendam;G0385;10884;Volendam '80;3308;5;
Edam-Volendam;G0385;10884;Zeevangs Belang;2325;3;
Edam-Volendam;G0385;10884;GROENLINKS / Partij van de Arbeid (PvdA);2153;3;
Edam-Volendam;G0385;10884;VVD;1589;2;
Edam-Volendam;G0385;10884;Forum voor Democratie;1301;2;
Edam-Volendam;G0385;10884;Lokaal Edam-Volendam;1271;2;
Edam-Volendam;G0385;10884;CDA;1113;1;
Edam-Volendam;G0385;10884;BVNL;1104;1;
Edam-Volendam;G0385;10884;D66;695;1;
Edam-Volendam;G0385;10884;Luister25;524;;
Ede;G0228;10743;Staatkundig Gereformeerde Partij (SGP);11927;9;
Ede;G0228;10743;GemeenteBelangen Ede;8198;6;
Ede;G0228;10743;GROENLINKS / Partij van de Arbeid (PvdA);6462;4;
Ede;G0228;10743;ChristenUnie;6361;4;
Ede;G0228;10743;D66;5855;4;
Ede;G0228;10743;CDA;5556;4;
Ede;G0228;10743;VVD;4707;3;
Ede;G0228;10743;Forum voor Democratie;4041;3;
Ede;G0228;10743;BurgerBelangen;2145;1;
Ede;G0228;10743;Partij voor de Dieren;1329;1;
Ede;G0228;10743;Mens en Milieu Ede;1070;;
Ede;G0228;10743;SP (Socialistische Partij);842;;
Ede;G0228;10743;Democratische Partij Ede;753;;
Ede;G0228;10743;BBB;536;;
Ede;G0228;10743;Belang Van Nederland (BVNL);107;;
Eemnes;G0317;10248;Dorpsbelang;1940;6;
Eemnes;G0317;10248;CDA;1178;4;
Eemnes;G0317;10248;VVD;826;2;
Eemnes;G0317;10248;GroenLinks-PvdA;712;2;
Eemnes;G0317;10248;D66;448;1;
Eemsdelta;G1979;10976;Lokaal Belang Eemsdelta;5954;11;
Eemsdelta;G1979;10976;GROENLINKS / Partij van de Arbeid (PvdA);2151;3;
Eemsdelta;G1979;10976;VVD;1944;3;
Eemsdelta;G1979;10976;CDA;1796;3;
Eemsdelta;G1979;10976;SP (Socialistische Partij);1564;2;
Eemsdelta;G1979;10976;Eerlijk Democratisch Eemsdelta (EDE);1476;2;
Eemsdelta;G1979;10976;ChristenUnie;1376;2;
Eemsdelta;G1979;10976;Volt;590;1;
Eemsdelta;G1979;10976;Seniorenpartij Eemsdelta;487;;
Eemsdelta;G1979;10976;DURF;318;;
Eersel;G0770;10741;CDA;3117;7;
Eersel;G0770;10741;Eersel Samen Anders;2453;5;
Eersel;G0770;10741;VVD;1523;3;
Eersel;G0770;10741;Eersel Voor Morgen;1327;2;
Eersel;G0770;10741;GROENLINKS / Partij van de Arbeid (PvdA);1042;2;
Eijsden-Margraten;G1903;11243;Eijsden Margraten Lokaal (EML);4107;7;
Eijsden-Margraten;G1903;11243;CDA;3164;5;
Eijsden-Margraten;G1903;11243;PRO / PvdA / GROENLINKS;2049;3;
Eijsden-Margraten;G1903;11243;ODE Open Democratisch Eerlijk;1827;3;
Eijsden-Margraten;G1903;11243;VVD;1478;2;
Eijsden-Margraten;G1903;11243;50PLUS;663;1;
Eindhoven;G0772;11298;GROENLINKS / Partij van de Arbeid (PvdA);20958;13;
Eindhoven;G0772;11298;CDA;15609;9;
Eindhoven;G0772;11298;D66;11400;7;
Eindhoven;G0772;11298;VVD;7222;4;
Eindhoven;G0772;11298;Forum voor Democratie;6268;4;
Eindhoven;G0772;11298;50PLUS;5731;3;
Eindhoven;G0772;11298;SP (Socialistische Partij);2966;1;
Eindhoven;G0772;11298;Partij voor de Dieren;2568;1;
Eindhoven;G0772;11298;Eindhoven Voor Elkaar (EVE);2195;1;
Eindhoven;G0772;11298;Volt;2096;1;
Eindhoven;G0772;11298;Ouderen Appèl Eindhoven;1580;1;
Eindhoven;G0772;11298;PRO Eindhoven;1476;;
Eindhoven;G0772;11298;DENK;1429;;
Eindhoven;G0772;11298;Lijst Pim Fortuyn Eindhoven;1291;;
Eindhoven;G0772;11298;ChristenUnie;964;;
Eindhoven;G0772;11298;Blanco (lijst 14);404;;
Eindhoven;G0772;11298;Nieuw Sociaal Contract (NSC);281;;
Elburg;G0230;11113;Algemeen Belang;3380;6;
Elburg;G0230;11113;Liberaal Elburgs Verbond (LEV);3327;5;
Elburg;G0230;11113;Staatkundig Gereformeerde Partij (SGP);1889;3;
Elburg;G0230;11113;ChristenUnie;1654;2;
Elburg;G0230;11113;CDA;1211;2;
Elburg;G0230;11113;GROENLINKS / Partij van de Arbeid (PvdA);1017;1;
Emmen;G0114;11180;Wakker Emmen;13914;14;
Emmen;G0114;11180;CDA;4763;4;
Emmen;G0114;11180;Partij van de Arbeid (PvdA);4390;4;
Emmen;G0114;11180;Forum voor Democratie;4258;4;
Emmen;G0114;11180;VVD;2818;2;
Emmen;G0114;11180;PVV (Partij voor de Vrijheid);2340;2;
Emmen;G0114;11180;D66;2299;2;
Emmen;G0114;11180;VEILIG EMMEN;2034;2;
Emmen;G0114;11180;50PLUS;1983;1;
Emmen;G0114;11180;ChristenUnie;1508;1;
Emmen;G0114;11180;Hart voor Emmen;1380;1;
Emmen;G0114;11180;GROENLINKS;1375;1;
Emmen;G0114;11180;SP (Socialistische Partij);1228;1;
Enkhuizen;G0388;10729;CDA;1196;3;
Enkhuizen;G0388;10729;Enkhuizen Vooruit!;1138;2;
Enkhuizen;G0388;10729;SP (Socialistische Partij);1074;2;
Enkhuizen;G0388;10729;Het Enkhuizer Alternatief;827;2;
Enkhuizen;G0388;10729;GROENLINKS / Partij van de Arbeid (PvdA);800;2;
Enkhuizen;G0388;10729;VVD;734;2;
Enkhuizen;G0388;10729;D66;714;2;
Enkhuizen;G0388;10729;Staatkundig Gereformeerde Partij (SGP);413;1;
Enkhuizen;G0388;10729;Piratenpartij;384;1;
Enschede;G0153;10364;GROENLINKS / Partij van de Arbeid (PvdA);11707;8;
Enschede;G0153;10364;Burgerbelangen Enschede (BBE);10572;8;
Enschede;G0153;10364;VVD;6494;4;
Enschede;G0153;10364;D66;5644;4;
Enschede;G0153;10364;CDA;5325;4;
Enschede;G0153;10364;PVV (Partij voor de Vrijheid);4378;3;
Enschede;G0153;10364;Forum voor Democratie;4169;3;
Enschede;G0153;10364;ChristenUnie;2568;1;
Enschede;G0153;10364;SP (Socialistische Partij);1802;1;
Enschede;G0153;10364;Belang van Enschede;1744;1;
Enschede;G0153;10364;Volt;1515;1;
Enschede;G0153;10364;Partij voor de Dieren;1424;1;
Enschede;G0153;10364;DENK;1224;;
Enschede;G0153;10364;EnschedeAnders.nl;853;;
Enschede;G0153;10364;Partij voor Enschede;780;;
Enschede;G0153;10364;Blanco (lijst 17);360;;
Enschede;G0153;10364;Partij voor de Rechtsstaat;220;;
Epe;G0232;10940;Forum voor Democratie;2607;4;
Epe;G0232;10940;Nieuwe Lijn;2326;3;
Epe;G0232;10940;CDA;2245;3;
Epe;G0232;10940;VVD;2197;3;
Epe;G0232;10940;SGP-ChristenUnie;1831;3;
Epe;G0232;10940;D66;1745;2;
Epe;G0232;10940;GROENLINKS / Partij van de Arbeid (PvdA);1513;2;
Epe;G0232;10940;Hart voor Lokaal;1309;2;
Epe;G0232;10940;Gemeentebelangen Epe;963;1;
Ermelo;G0233;10732;CDA;3190;5;
Ermelo;G0233;10732;één-Ermelo;2980;5;
Ermelo;G0233;10732;Progressief Ermelo;2518;4;
Ermelo;G0233;10732;Staatkundig Gereformeerde Partij (SGP);1932;3;
Ermelo;G0233;10732;ChristenUnie;1672;2;
Ermelo;G0233;10732;VVD;1407;2;
Ermelo;G0233;10732;Heerlijk, Eerlijk Ermelo 22 (HEE22);345;;
Etten-Leur;G0777;10750;APB;3413;6;
Etten-Leur;G0777;10750;CDA;2636;4;
Etten-Leur;G0777;10750;JA21;2421;4;
Etten-Leur;G0777;10750;Ons Etten-Leur;2269;4;
Etten-Leur;G0777;10750;Leefbaar Etten-Leur;2055;3;
Etten-Leur;G0777;10750;D66;1774;3;
Etten-Leur;G0777;10750;GROENLINKS / Partij van de Arbeid (PvdA);1648;3;
Etten-Leur;G0777;10750;VVD;1536;2;
Geertruidenberg;G0779;10101;GemeenteBelangenGeertruidenberg;2776;6;
Geertruidenberg;G0779;10101;Lokaal+;1718;4;
Geertruidenberg;G0779;10101;Keerpunt '74;1196;3;
Geertruidenberg;G0779;10101;VVD;1131;2;
Geertruidenberg;G0779;10101;Morgen!;1033;2;
Geertruidenberg;G0779;10101;CDA;467;1;
Geertruidenberg;G0779;10101;Sociale Volkspartij Geertruidenberg;445;1;
Geldrop-Mierlo;G1771;10529;GROENLINKS / Partij van de Arbeid (PvdA);3097;5;
Geldrop-Mierlo;G1771;10529;DGG (Democratische Groepering Geldrop);2883;5;
Geldrop-Mierlo;G1771;10529;Dorpspartij Mierlo (DPM);2756;5;
Geldrop-Mierlo;G1771;10529;CDA;2385;4;
Geldrop-Mierlo;G1771;10529;SAMEN;1609;3;
Geldrop-Mierlo;G1771;10529;Wij zijn Geldrop-Mierlo | VVD;1567;3;
Geldrop-Mierlo;G1771;10529;D66;1308;2;
Gemert-Bakel;G1652;10277;CDA;4810;9;
Gemert-Bakel;G1652;10277;Dorpspartij;2266;4;
Gemert-Bakel;G1652;10277;Politiek op Inhoud;1564;3;
Gemert-Bakel;G1652;10277;Sociaal Gemert-Bakel / GROENLINKS / PvdA;1553;3;
Gemert-Bakel;G1652;10277;VVD;1222;2;
Gemert-Bakel;G1652;10277;D66;1092;2;
Gennep;G0907;10542;CDA;2390;5;
Gennep;G0907;10542;VVD;1997;5;
Gennep;G0907;10542;D66;1326;3;
Gennep;G0907;10542;GROENLINKS / Partij van de Arbeid (PvdA);885;2;
Gennep;G0907;10542;Eerlijk Lokaal sociaal samen sterk;603;1;
Gennep;G0907;10542;SP (Socialistische partij);447;1;
Gilze en Rijen;G0784;11375;Kern'75;3240;7;
Gilze en Rijen;G0784;11375;Groen Gilze en Rijen;2299;4;
Gilze en Rijen;G0784;11375;GROENLINKS/Partij van de Arbeid (PvdA);1174;2;
Gilze en Rijen;G0784;11375;Gemeentebelang;1121;2;
Gilze en Rijen;G0784;11375;D66;1035;2;
Gilze en Rijen;G0784;11375;VVD;1024;2;
Gilze en Rijen;G0784;11375;CDA;958;2;
Gilze en Rijen;G0784;11375;Partij voor de Dieren;365;;
Goeree-Overflakkee;G1924;11067;Trots Op Goeree-Overflakkee;8002;10;
Goeree-Overflakkee;G1924;11067;Staatkundig Gereformeerde Partij (SGP);5561;6;
Goeree-Overflakkee;G1924;11067;CDA;5394;6;
Goeree-Overflakkee;G1924;11067;GROENLINKS / Partij van de Arbeid (PvdA);1887;2;
Goeree-Overflakkee;G1924;11067;GAAN;1843;2;
Goeree-Overflakkee;G1924;11067;VVD;1797;2;
Goeree-Overflakkee;G1924;11067;ChristenUnie;1792;2;
Goeree-Overflakkee;G1924;11067;D66;1064;1;
Goeree-Overflakkee;G1924;11067;50PLUS;752;;
Goes;G0664;10674;Nieuw Goes (NG);3168;5;
Goes;G0664;10674;GROENLINKS / Partij van de Arbeid (PvdA);2819;5;
Goes;G0664;10674;CDA;2776;4;
Goes;G0664;10674;SGP-ChristenUnie;2559;4;
Goes;G0664;10674;VVD;2424;4;
Goes;G0664;10674;Partij voor Goes;1673;2;
Goes;G0664;10674;D66;1600;2;
Goes;G0664;10674;Belang Van Nederland (BVNL);761;1;
Goirle;G0785;10971;Gezond Verstand Goirle Riel;3989;8;
Goirle;G0785;10971;Lijst Riel Goirle (LRG);1644;3;
Goirle;G0785;10971;GROENLINKS / Partij van de Arbeid (PvdA);1573;3;
Goirle;G0785;10971;VVD;1372;2;
Goirle;G0785;10971;Pro Actief Goirle;966;1;
Goirle;G0785;10971;CDA;860;1;
Goirle;G0785;10971;D66;799;1;
Gooise Meren;G1942;10281;D66;6136;8;
Gooise Meren;G1942;10281;VVD;5437;7;
Gooise Meren;G1942;10281;Goois Democratisch Platform (GDP);4682;6;
Gooise Meren;G1942;10281;GROENLINKS / Partij van de Arbeid (PvdA);4521;5;
Gooise Meren;G1942;10281;Hart voor Gooise Meren;3145;4;
Gooise Meren;G1942;10281;CDA;2195;2;
Gooise Meren;G1942;10281;Partij voor Leefomgeving En Klimaat;1388;1;
